,Cell,Louvain_Stage,Annotation_Stage
78150,cell_89306,0,
78151,cell_89307,2,
78152,cell_89309,0,
78153,cell_89310,4,
78154,cell_89311,0,
78155,cell_89312,5,
78156,cell_89313,1,
78157,cell_89314,2,
78158,cell_89315,1,
78159,cell_89316,5,
78160,cell_89317,7,
78161,cell_89318,0,
78162,cell_89319,1,
78163,cell_89321,0,
78164,cell_89322,1,
78165,cell_89323,1,
78166,cell_89324,5,
78167,cell_89325,0,
78168,cell_89326,1,
78169,cell_89328,3,
78170,cell_89329,7,
78171,cell_89330,4,
78172,cell_89332,0,
78173,cell_89335,1,
78174,cell_89336,0,
78175,cell_89337,4,
78176,cell_89338,4,
78177,cell_89339,3,
78178,cell_89340,1,
78179,cell_89341,3,
78180,cell_89344,1,
78181,cell_89345,3,
78182,cell_89346,0,
78183,cell_89349,0,
78184,cell_89350,5,
78185,cell_89351,3,
78186,cell_89352,1,
78187,cell_89353,5,
78188,cell_89354,3,
78189,cell_89355,3,
78190,cell_89356,6,
78191,cell_89357,4,
78192,cell_89358,5,
78193,cell_89360,1,
78194,cell_89361,4,
78195,cell_89362,5,
78196,cell_89364,3,
78197,cell_89365,6,
78198,cell_89366,0,
78199,cell_89367,2,
78200,cell_89368,0,
78201,cell_89369,1,
78202,cell_89370,2,
78203,cell_89371,2,
78204,cell_89372,1,
78205,cell_89373,2,
78206,cell_89374,2,
78207,cell_89375,0,
78208,cell_89376,0,
78209,cell_89378,0,
78210,cell_89379,1,
78211,cell_89380,5,
78212,cell_89381,5,
78213,cell_89382,3,
78214,cell_89384,7,
78215,cell_89386,4,
78216,cell_89387,4,
78217,cell_89389,0,
78218,cell_89390,1,
78219,cell_89391,5,
78220,cell_89392,2,
78221,cell_89393,1,
78222,cell_89394,0,
78223,cell_89395,0,
78224,cell_89396,5,
78225,cell_89397,0,
78226,cell_89399,1,
78227,cell_89400,0,
78228,cell_89401,2,
78229,cell_89402,7,
78230,cell_89403,5,
78231,cell_89404,5,
78232,cell_89405,6,
78233,cell_89406,0,
78234,cell_89407,4,
78235,cell_89409,4,
78236,cell_89410,3,
78237,cell_89412,5,
78238,cell_89413,0,
78239,cell_89414,4,
78240,cell_89416,6,
78241,cell_89417,2,
78242,cell_89418,0,
78243,cell_89419,3,
78244,cell_89421,0,
78245,cell_89422,5,
78246,cell_89423,0,
78247,cell_89424,2,
78248,cell_89425,2,
78249,cell_89426,4,
78250,cell_89427,4,
78251,cell_89428,5,
78252,cell_89429,3,
78253,cell_89430,1,
78254,cell_89431,1,
78255,cell_89432,3,
78256,cell_89433,1,
78257,cell_89434,4,
78258,cell_89435,3,
78259,cell_89436,3,
78260,cell_89438,1,
78261,cell_89439,0,
78262,cell_89440,1,
78263,cell_89441,0,
78264,cell_89443,5,
78265,cell_89444,5,
78266,cell_89445,5,
78267,cell_89446,5,
78268,cell_89447,2,
78269,cell_89448,1,
78270,cell_89449,0,
78271,cell_89450,4,
78272,cell_89451,6,
78273,cell_89452,0,
78274,cell_89453,2,
78275,cell_89454,2,
78276,cell_89455,4,
78277,cell_89456,2,
78278,cell_89457,2,
78279,cell_89458,1,
78280,cell_89459,1,
78281,cell_89460,2,
78282,cell_89461,6,
78283,cell_89462,5,
78284,cell_89463,1,
78285,cell_89464,6,
78286,cell_89465,2,
78287,cell_89466,1,
78288,cell_89467,2,
78289,cell_89468,2,
78290,cell_89469,5,
78291,cell_89470,2,
78292,cell_89471,6,
78293,cell_89472,5,
78294,cell_89475,2,
78295,cell_89476,2,
78296,cell_89477,3,
78297,cell_89479,7,
78298,cell_89480,1,
78299,cell_89482,4,
78300,cell_89484,1,
78301,cell_89485,2,
78302,cell_89486,1,
78303,cell_89487,2,
78304,cell_89488,2,
78305,cell_89489,0,
78306,cell_89490,0,
78307,cell_89491,0,
78308,cell_89492,2,
78309,cell_89493,3,
78310,cell_89494,5,
78311,cell_89495,2,
78312,cell_89497,2,
78313,cell_89498,4,
78314,cell_89499,2,
78315,cell_89501,2,
78316,cell_89502,0,
78317,cell_89504,2,
78318,cell_89505,0,
78319,cell_89506,2,
78320,cell_89507,0,
78321,cell_89509,0,
78322,cell_89510,1,
78323,cell_89511,0,
78324,cell_89512,0,
78325,cell_89514,0,
78326,cell_89515,1,
78327,cell_89516,0,
78328,cell_89517,1,
78329,cell_89518,1,
78330,cell_89519,1,
78331,cell_89520,3,
78332,cell_89521,0,
78333,cell_89523,4,
78334,cell_89524,1,
78335,cell_89525,1,
78336,cell_89526,3,
78337,cell_89527,0,
78338,cell_89528,6,
78339,cell_89529,0,
78340,cell_89531,6,
78341,cell_89532,0,
78342,cell_89533,6,
78343,cell_89534,0,
78344,cell_89535,0,
78345,cell_89536,0,
78346,cell_89537,0,
78347,cell_89538,3,
78348,cell_89540,3,
78349,cell_89541,3,
78350,cell_89542,5,
78351,cell_89543,6,
78352,cell_89544,3,
78353,cell_89545,2,
78354,cell_89546,0,
78355,cell_89547,5,
78356,cell_89548,0,
78357,cell_89549,1,
78358,cell_89550,1,
78359,cell_89552,4,
78360,cell_89553,2,
78361,cell_89556,2,
78362,cell_89557,0,
78363,cell_89558,0,
78364,cell_89559,1,
78365,cell_89560,0,
78366,cell_89562,1,
78367,cell_89563,4,
78368,cell_89564,2,
78369,cell_89565,6,
78370,cell_89566,0,
78371,cell_89567,5,
78372,cell_89568,4,
78373,cell_89569,1,
78374,cell_89570,4,
78375,cell_89571,2,
78376,cell_89572,3,
78377,cell_89573,3,
78378,cell_89574,1,
78379,cell_89575,0,
78380,cell_89576,3,
78381,cell_89577,1,
78382,cell_89579,0,
78383,cell_89580,1,
78384,cell_89581,5,
78385,cell_89582,5,
78386,cell_89583,1,
78387,cell_89584,5,
78388,cell_89585,4,
78389,cell_89586,0,
78390,cell_89587,3,
78391,cell_89588,2,
78392,cell_89589,5,
78393,cell_89590,0,
78394,cell_89591,1,
78395,cell_89592,0,
78396,cell_89593,0,
78397,cell_89594,2,
78398,cell_89595,1,
78399,cell_89596,5,
78400,cell_89597,3,
78401,cell_89598,6,
78402,cell_89599,3,
78403,cell_89600,7,
78404,cell_89601,1,
78405,cell_89602,4,
78406,cell_89603,1,
78407,cell_89604,2,
78408,cell_89605,0,
78409,cell_89606,6,
78410,cell_89607,1,
78411,cell_89608,5,
78412,cell_89609,0,
78413,cell_89610,4,
78414,cell_89612,2,
78415,cell_89613,5,
78416,cell_89614,0,
78417,cell_89615,4,
78418,cell_89616,0,
78419,cell_89617,4,
78420,cell_89618,0,
78421,cell_89620,0,
78422,cell_89621,1,
78423,cell_89623,7,
78424,cell_89624,4,
78425,cell_89625,2,
78426,cell_89626,6,
78427,cell_89627,1,
78428,cell_89628,6,
78429,cell_89629,2,
78430,cell_89631,0,
78431,cell_89632,4,
78432,cell_89633,3,
78433,cell_89634,6,
78434,cell_89635,6,
78435,cell_89636,1,
78436,cell_89637,3,
78437,cell_89639,0,
78438,cell_89640,0,
78439,cell_89641,0,
78440,cell_89642,0,
78441,cell_89643,3,
78442,cell_89644,2,
78443,cell_89645,2,
78444,cell_89646,0,
78445,cell_89647,3,
78446,cell_89648,0,
78447,cell_89649,5,
78448,cell_89650,1,
78449,cell_89651,4,
78450,cell_89652,4,
78451,cell_89653,1,
78452,cell_89654,6,
78453,cell_89655,5,
78454,cell_89656,1,
78455,cell_89658,0,
78456,cell_89659,4,
78457,cell_89660,0,
78458,cell_89661,0,
78459,cell_89662,7,
78460,cell_89664,0,
78461,cell_89665,0,
78462,cell_89666,1,
78463,cell_89667,2,
78464,cell_89668,2,
78465,cell_89669,2,
78466,cell_89670,5,
78467,cell_89671,0,
78468,cell_89672,0,
78469,cell_89673,1,
78470,cell_89674,5,
78471,cell_89675,0,
78472,cell_89676,5,
78473,cell_89677,0,
78474,cell_89678,0,
78475,cell_89679,1,
78476,cell_89680,6,
78477,cell_89681,1,
78478,cell_89682,2,
78479,cell_89683,2,
78480,cell_89684,2,
78481,cell_89685,5,
78482,cell_89686,1,
78483,cell_89687,1,
78484,cell_89688,0,
78485,cell_89689,3,
78486,cell_89690,6,
78487,cell_89691,6,
78488,cell_89692,0,
78489,cell_89693,3,
78490,cell_89695,6,
78491,cell_89696,3,
78492,cell_89697,2,
78493,cell_89698,1,
78494,cell_89700,0,
78495,cell_89702,0,
78496,cell_89703,3,
78497,cell_89704,0,
78498,cell_89705,6,
78499,cell_89706,0,
78500,cell_89707,0,
78501,cell_89708,3,
78502,cell_89709,6,
78503,cell_89712,2,
78504,cell_89713,1,
78505,cell_89714,6,
78506,cell_89715,3,
78507,cell_89716,2,
78508,cell_89717,1,
78509,cell_89718,1,
78510,cell_89719,3,
78511,cell_89720,1,
78512,cell_89721,4,
78513,cell_89722,3,
78514,cell_89724,0,
78515,cell_89725,0,
78516,cell_89726,1,
78517,cell_89727,2,
78518,cell_89728,4,
78519,cell_89729,0,
78520,cell_89730,0,
78521,cell_89731,2,
78522,cell_89732,8,
78523,cell_89733,6,
78524,cell_89734,1,
78525,cell_89735,1,
78526,cell_89736,2,
78527,cell_89737,0,
78528,cell_89738,5,
78529,cell_89739,0,
78530,cell_89740,0,
78531,cell_89741,3,
78532,cell_89742,4,
78533,cell_89743,6,
78534,cell_89744,0,
78535,cell_89745,0,
78536,cell_89746,0,
78537,cell_89747,0,
78538,cell_89748,3,
78539,cell_89749,3,
78540,cell_89751,1,
78541,cell_89752,0,
78542,cell_89753,0,
78543,cell_89754,0,
78544,cell_89755,1,
78545,cell_89756,1,
78546,cell_89757,1,
78547,cell_89758,3,
78548,cell_89760,1,
78549,cell_89762,1,
78550,cell_89763,0,
78551,cell_89764,0,
78552,cell_89766,1,
78553,cell_89767,0,
78554,cell_89768,3,
78555,cell_89769,2,
78556,cell_89770,3,
78557,cell_89772,6,
78558,cell_89773,1,
78559,cell_89775,2,
78560,cell_89777,0,
78561,cell_89778,2,
78562,cell_89779,5,
78563,cell_89780,1,
78564,cell_89781,2,
78565,cell_89782,0,
78566,cell_89783,4,
78567,cell_89784,5,
78568,cell_89785,1,
78569,cell_89786,1,
78570,cell_89787,2,
78571,cell_89788,0,
78572,cell_89789,0,
78573,cell_89791,0,
78574,cell_89792,5,
78575,cell_89793,5,
78576,cell_89794,3,
78577,cell_89795,0,
78578,cell_89796,2,
78579,cell_89797,2,
78580,cell_89798,3,
78581,cell_89799,0,
78582,cell_89800,6,
78583,cell_89801,3,
78584,cell_89803,5,
78585,cell_89804,4,
78586,cell_89805,2,
78587,cell_89806,3,
78588,cell_89807,0,
78589,cell_89808,7,
78590,cell_89809,1,
78591,cell_89811,7,
78592,cell_89812,3,
78593,cell_89814,1,
78594,cell_89815,5,
78595,cell_89816,5,
78596,cell_89817,3,
78597,cell_89818,1,
78598,cell_89819,1,
78599,cell_89820,6,
78600,cell_89821,0,
78601,cell_89822,1,
78602,cell_89823,0,
78603,cell_89824,2,
78604,cell_89825,3,
78605,cell_89826,4,
78606,cell_89827,4,
78607,cell_89829,4,
78608,cell_89831,0,
78609,cell_89832,7,
78610,cell_89833,0,
78611,cell_89834,0,
78612,cell_89835,1,
78613,cell_89836,2,
78614,cell_89837,3,
78615,cell_89838,0,
78616,cell_89839,5,
78617,cell_89840,3,
78618,cell_89841,5,
78619,cell_89842,0,
78620,cell_89843,3,
78621,cell_89844,0,
78622,cell_89845,2,
78623,cell_89846,1,
78624,cell_89848,4,
78625,cell_89849,0,
78626,cell_89850,2,
78627,cell_89851,2,
78628,cell_89852,3,
78629,cell_89853,2,
78630,cell_89855,1,
78631,cell_89856,5,
78632,cell_89857,1,
78633,cell_89859,2,
78634,cell_89860,0,
78635,cell_89861,0,
78636,cell_89863,1,
78637,cell_89864,1,
78638,cell_89865,1,
78639,cell_89866,4,
78640,cell_89867,8,
78641,cell_89868,6,
78642,cell_89869,0,
78643,cell_89870,0,
78644,cell_89871,1,
78645,cell_89872,3,
78646,cell_89873,2,
78647,cell_89874,0,
78648,cell_89875,1,
78649,cell_89876,2,
78650,cell_89877,5,
78651,cell_89878,1,
78652,cell_89879,3,
78653,cell_89880,0,
78654,cell_89881,0,
78655,cell_89882,1,
78656,cell_89883,3,
78657,cell_89887,1,
78658,cell_89888,0,
78659,cell_89889,0,
78660,cell_89890,0,
78661,cell_89891,3,
78662,cell_89892,5,
78663,cell_89893,0,
78664,cell_89894,0,
78665,cell_89895,0,
78666,cell_89896,4,
78667,cell_89897,3,
78668,cell_89898,2,
78669,cell_89899,5,
78670,cell_89900,1,
78671,cell_89901,0,
78672,cell_89902,5,
78673,cell_89903,4,
78674,cell_89904,1,
78675,cell_89905,0,
78676,cell_89906,0,
78677,cell_89907,3,
78678,cell_89908,4,
78679,cell_89909,7,
78680,cell_89911,1,
78681,cell_89912,5,
78682,cell_89913,4,
78683,cell_89914,5,
78684,cell_89915,4,
78685,cell_89917,6,
78686,cell_89918,3,
78687,cell_89919,3,
78688,cell_89920,2,
78689,cell_89922,1,
78690,cell_89924,5,
78691,cell_89925,5,
78692,cell_89927,2,
78693,cell_89928,5,
78694,cell_89929,7,
78695,cell_89930,1,
78696,cell_89931,4,
78697,cell_89932,5,
78698,cell_89933,5,
78699,cell_89934,7,
78700,cell_89935,3,
78701,cell_89936,5,
78702,cell_89937,5,
78703,cell_89938,1,
78704,cell_89939,1,
78705,cell_89940,6,
78706,cell_89941,0,
78707,cell_89942,1,
78708,cell_89943,5,
78709,cell_89944,1,
78710,cell_89946,6,
78711,cell_89947,6,
78712,cell_89948,0,
78713,cell_89949,4,
78714,cell_89950,3,
78715,cell_89951,1,
78716,cell_89952,2,
78717,cell_89953,1,
78718,cell_89954,2,
78719,cell_89955,0,
78720,cell_89956,2,
78721,cell_89957,3,
78722,cell_89958,2,
78723,cell_89960,2,
78724,cell_89965,6,
78725,cell_89966,7,
78726,cell_89967,6,
78727,cell_89968,0,
78728,cell_89969,6,
78729,cell_89970,6,
78730,cell_89971,1,
78731,cell_89972,5,
78732,cell_89973,1,
78733,cell_89974,6,
78734,cell_89975,4,
78735,cell_89977,0,
78736,cell_89978,0,
78737,cell_89979,2,
78738,cell_89980,6,
78739,cell_89981,2,
78740,cell_89982,0,
78741,cell_89983,2,
78742,cell_89984,7,
78743,cell_89985,5,
78744,cell_89986,5,
78745,cell_89988,0,
78746,cell_89989,2,
78747,cell_89990,5,
78748,cell_89991,4,
78749,cell_89992,2,
78750,cell_89993,5,
78751,cell_89994,2,
78752,cell_89995,5,
78753,cell_89996,2,
78754,cell_89997,0,
78755,cell_89998,1,
78756,cell_89999,0,
78757,cell_90000,2,
78758,cell_90001,2,
78759,cell_90002,2,
78760,cell_90003,1,
78761,cell_90004,0,
78762,cell_90006,1,
78763,cell_90007,2,
78764,cell_90009,1,
78765,cell_90012,1,
78766,cell_90013,4,
78767,cell_90014,4,
78768,cell_90016,3,
78769,cell_90017,1,
78770,cell_90018,3,
78771,cell_90019,2,
78772,cell_90020,1,
78773,cell_90022,4,
78774,cell_90023,7,
78775,cell_90024,8,
78776,cell_90026,2,
78777,cell_90027,0,
78778,cell_90028,1,
78779,cell_90029,0,
78780,cell_90030,5,
78781,cell_90031,3,
78782,cell_90033,1,
78783,cell_90034,6,
78784,cell_90035,1,
78785,cell_90036,0,
78786,cell_90037,0,
78787,cell_90038,1,
78788,cell_90039,3,
78789,cell_90040,0,
78790,cell_90041,4,
78791,cell_90042,6,
78792,cell_90044,7,
78793,cell_90045,0,
78794,cell_90046,4,
78795,cell_90047,2,
78796,cell_90048,5,
78797,cell_90049,0,
78798,cell_90051,4,
78799,cell_90052,5,
78800,cell_90053,1,
78801,cell_90055,2,
78802,cell_90056,4,
78803,cell_90057,0,
78804,cell_90058,2,
78805,cell_90059,0,
78806,cell_90060,4,
78807,cell_90061,0,
78808,cell_90062,0,
78809,cell_90063,7,
78810,cell_90064,1,
78811,cell_90065,1,
78812,cell_90066,8,
78813,cell_90067,4,
78814,cell_90068,5,
78815,cell_90069,6,
78816,cell_90071,2,
78817,cell_90072,3,
78818,cell_90073,6,
78819,cell_90074,4,
78820,cell_90076,0,
78821,cell_90078,2,
78822,cell_90079,0,
78823,cell_90080,3,
78824,cell_90081,1,
78825,cell_90082,2,
78826,cell_90083,0,
78827,cell_90084,2,
78828,cell_90085,4,
78829,cell_90086,5,
78830,cell_90087,0,
78831,cell_90088,0,
78832,cell_90089,1,
78833,cell_90090,5,
78834,cell_90092,1,
78835,cell_90093,3,
78836,cell_90094,1,
78837,cell_90095,3,
78838,cell_90096,0,
78839,cell_90097,0,
78840,cell_90098,0,
78841,cell_90099,0,
78842,cell_90100,0,
78843,cell_90101,6,
78844,cell_90102,4,
78845,cell_90103,3,
78846,cell_90104,1,
78847,cell_90105,1,
78848,cell_90106,2,
78849,cell_90107,2,
78850,cell_90108,1,
78851,cell_90109,0,
78852,cell_90110,3,
78853,cell_90111,1,
78854,cell_90112,0,
78855,cell_90113,1,
78856,cell_90114,0,
78857,cell_90115,2,
78858,cell_90116,4,
78859,cell_90117,1,
78860,cell_90118,1,
78861,cell_90120,2,
78862,cell_90121,3,
78863,cell_90123,1,
78864,cell_90124,5,
78865,cell_90125,2,
78866,cell_90126,6,
78867,cell_90129,5,
78868,cell_90130,4,
78869,cell_90131,3,
78870,cell_90132,0,
78871,cell_90133,5,
78872,cell_90134,3,
78873,cell_90135,1,
78874,cell_90136,0,
78875,cell_90138,1,
78876,cell_90139,2,
78877,cell_90140,1,
78878,cell_90141,1,
78879,cell_90143,5,
78880,cell_90144,3,
78881,cell_90145,4,
78882,cell_90146,1,
78883,cell_90147,0,
78884,cell_90148,6,
78885,cell_90149,7,
78886,cell_90150,2,
78887,cell_90151,4,
78888,cell_90152,2,
78889,cell_90153,6,
78890,cell_90154,0,
78891,cell_90155,0,
78892,cell_90156,2,
78893,cell_90157,4,
78894,cell_90159,0,
78895,cell_90160,1,
78896,cell_90161,0,
78897,cell_90162,8,
78898,cell_90163,1,
78899,cell_90165,3,
78900,cell_90166,0,
78901,cell_90167,3,
78902,cell_90168,1,
78903,cell_90169,0,
78904,cell_90170,6,
78905,cell_90171,2,
78906,cell_90172,4,
78907,cell_90173,4,
78908,cell_90174,1,
78909,cell_90175,0,
78910,cell_90176,1,
78911,cell_90177,0,
78912,cell_90178,2,
78913,cell_90179,0,
78914,cell_90180,7,
78915,cell_90181,7,
78916,cell_90182,6,
78917,cell_90183,1,
78918,cell_90184,4,
78919,cell_90185,1,
78920,cell_90186,6,
78921,cell_90187,7,
78922,cell_90188,2,
78923,cell_90189,1,
78924,cell_90190,2,
78925,cell_90191,4,
78926,cell_90192,3,
78927,cell_90193,0,
78928,cell_90194,3,
78929,cell_90195,0,
78930,cell_90196,1,
78931,cell_90197,2,
78932,cell_90198,4,
78933,cell_90199,1,
78934,cell_90200,2,
78935,cell_90201,5,
78936,cell_90202,3,
78937,cell_90203,5,
78938,cell_90204,4,
78939,cell_90205,0,
78940,cell_90207,1,
78941,cell_90208,4,
78942,cell_90209,0,
78943,cell_90210,1,
78944,cell_90211,0,
78945,cell_90213,1,
78946,cell_90214,1,
78947,cell_90215,1,
78948,cell_90216,6,
78949,cell_90217,1,
78950,cell_90218,0,
78951,cell_90219,0,
78952,cell_90220,0,
78953,cell_90221,2,
78954,cell_90222,6,
78955,cell_90223,0,
78956,cell_90226,2,
78957,cell_90227,5,
78958,cell_90230,6,
78959,cell_90232,3,
78960,cell_90233,2,
78961,cell_90234,0,
78962,cell_90235,3,
78963,cell_90236,1,
78964,cell_90237,4,
78965,cell_90239,2,
78966,cell_90240,1,
78967,cell_90241,8,
78968,cell_90242,6,
78969,cell_90243,0,
78970,cell_90244,4,
78971,cell_90245,8,
78972,cell_90246,0,
78973,cell_90247,0,
78974,cell_90248,2,
78975,cell_90249,4,
78976,cell_90250,2,
78977,cell_90251,0,
78978,cell_90252,2,
78979,cell_90253,1,
78980,cell_90254,0,
78981,cell_90255,1,
78982,cell_90257,4,
78983,cell_90259,2,
78984,cell_90260,1,
78985,cell_90261,1,
78986,cell_90262,3,
78987,cell_90264,1,
78988,cell_90265,3,
78989,cell_90267,2,
78990,cell_90269,2,
78991,cell_90270,4,
78992,cell_90271,1,
78993,cell_90272,2,
78994,cell_90273,2,
78995,cell_90274,1,
78996,cell_90276,1,
78997,cell_90277,3,
78998,cell_90279,0,
78999,cell_90280,2,
79000,cell_90281,4,
79001,cell_90282,2,
79002,cell_90283,1,
79003,cell_90284,1,
79004,cell_90286,2,
79005,cell_90287,1,
79006,cell_90288,4,
79007,cell_90290,1,
79008,cell_90291,4,
79009,cell_90292,6,
79010,cell_90293,6,
79011,cell_90294,4,
79012,cell_90295,3,
79013,cell_90297,0,
79014,cell_90298,0,
79015,cell_90299,2,
79016,cell_90300,1,
79017,cell_90301,0,
79018,cell_90302,5,
79019,cell_90303,7,
79020,cell_90304,1,
79021,cell_90306,1,
79022,cell_90307,0,
79023,cell_90308,3,
79024,cell_90309,0,
79025,cell_90310,5,
79026,cell_90311,0,
79027,cell_90312,3,
79028,cell_90313,0,
79029,cell_90314,2,
79030,cell_90315,0,
79031,cell_90316,1,
79032,cell_90317,1,
79033,cell_90318,4,
79034,cell_90319,2,
79035,cell_90320,0,
79036,cell_90321,6,
79037,cell_90322,3,
79038,cell_90323,6,
79039,cell_90324,2,
79040,cell_90325,4,
79041,cell_90327,0,
79042,cell_90329,2,
79043,cell_90330,5,
79044,cell_90331,5,
79045,cell_90332,1,
79046,cell_90333,1,
79047,cell_90334,3,
79048,cell_90335,0,
79049,cell_90336,3,
79050,cell_90337,6,
79051,cell_90338,0,
79052,cell_90339,3,
79053,cell_90340,5,
79054,cell_90342,4,
79055,cell_90344,0,
79056,cell_90345,1,
79057,cell_90346,4,
79058,cell_90347,0,
79059,cell_90349,2,
79060,cell_90350,1,
79061,cell_90351,1,
79062,cell_90352,4,
79063,cell_90353,0,
79064,cell_90354,1,
79065,cell_90355,3,
79066,cell_90356,4,
79067,cell_90357,3,
79068,cell_90358,2,
79069,cell_90360,2,
79070,cell_90361,0,
79071,cell_90362,0,
79072,cell_90363,0,
79073,cell_90364,2,
79074,cell_90365,0,
79075,cell_90366,0,
79076,cell_90367,0,
79077,cell_90368,1,
79078,cell_90369,1,
79079,cell_90370,0,
79080,cell_90371,5,
79081,cell_90372,5,
79082,cell_90373,0,
79083,cell_90374,0,
79084,cell_90375,4,
79085,cell_90376,5,
79086,cell_90378,5,
79087,cell_90379,2,
79088,cell_90380,0,
79089,cell_90381,1,
79090,cell_90382,0,
79091,cell_90383,2,
79092,cell_90384,2,
79093,cell_90385,1,
79094,cell_90386,8,
79095,cell_90387,3,
79096,cell_90388,4,
79097,cell_90390,4,
79098,cell_90391,5,
79099,cell_90392,4,
79100,cell_90393,1,
79101,cell_90394,0,
79102,cell_90395,5,
79103,cell_90396,4,
79104,cell_90397,2,
79105,cell_90398,0,
79106,cell_90399,1,
79107,cell_90400,2,
79108,cell_90401,1,
79109,cell_90402,4,
79110,cell_90403,0,
79111,cell_90404,3,
79112,cell_90405,4,
79113,cell_90406,2,
79114,cell_90407,6,
79115,cell_90408,1,
79116,cell_90409,5,
79117,cell_90410,0,
79118,cell_90411,4,
79119,cell_90412,7,
79120,cell_90413,0,
79121,cell_90415,2,
79122,cell_90416,0,
79123,cell_90417,7,
79124,cell_90419,0,
79125,cell_90420,0,
79126,cell_90421,1,
79127,cell_90422,1,
79128,cell_90423,1,
79129,cell_90424,1,
79130,cell_90426,7,
79131,cell_90427,0,
79132,cell_90428,0,
79133,cell_90429,1,
79134,cell_90430,3,
79135,cell_90431,1,
79136,cell_90432,2,
79137,cell_90433,6,
79138,cell_90434,5,
79139,cell_90435,2,
79140,cell_90436,6,
79141,cell_90437,1,
79142,cell_90438,1,
79143,cell_90439,1,
79144,cell_90441,4,
79145,cell_90442,0,
79146,cell_90443,0,
79147,cell_90444,4,
79148,cell_90445,4,
79149,cell_90446,2,
79150,cell_90447,0,
79151,cell_90448,2,
79152,cell_90449,6,
79153,cell_90450,2,
79154,cell_90451,5,
79155,cell_90452,0,
79156,cell_90453,0,
79157,cell_90454,6,
79158,cell_90455,1,
79159,cell_90457,0,
79160,cell_90458,5,
79161,cell_90459,5,
79162,cell_90460,2,
79163,cell_90461,1,
79164,cell_90462,5,
79165,cell_90463,0,
79166,cell_90465,5,
79167,cell_90466,3,
79168,cell_90467,4,
79169,cell_90468,0,
79170,cell_90469,1,
79171,cell_90470,0,
79172,cell_90471,8,
79173,cell_90472,1,
79174,cell_90473,0,
79175,cell_90474,0,
79176,cell_90475,1,
79177,cell_90476,0,
79178,cell_90477,0,
79179,cell_90478,4,
79180,cell_90479,1,
79181,cell_90480,1,
79182,cell_90481,0,
79183,cell_90482,0,
79184,cell_90483,0,
79185,cell_90484,0,
79186,cell_90485,1,
79187,cell_90486,6,
79188,cell_90487,6,
79189,cell_90488,0,
79190,cell_90489,3,
79191,cell_90490,0,
79192,cell_90491,4,
79193,cell_90494,5,
79194,cell_90495,3,
79195,cell_90496,6,
79196,cell_90497,2,
79197,cell_90498,6,
79198,cell_90499,2,
79199,cell_90500,1,
79200,cell_90501,3,
79201,cell_90503,2,
79202,cell_90505,3,
79203,cell_90506,1,
79204,cell_90507,5,
79205,cell_90508,4,
79206,cell_90509,1,
79207,cell_90510,0,
79208,cell_90511,5,
79209,cell_90513,0,
79210,cell_90515,5,
79211,cell_90516,2,
79212,cell_90517,4,
79213,cell_90518,0,
79214,cell_90519,0,
79215,cell_90521,6,
79216,cell_90522,6,
79217,cell_90523,0,
79218,cell_90524,1,
79219,cell_90525,3,
79220,cell_90526,7,
79221,cell_90527,2,
79222,cell_90528,5,
79223,cell_90529,2,
79224,cell_90530,1,
79225,cell_90531,4,
79226,cell_90532,1,
79227,cell_90534,2,
79228,cell_90535,4,
79229,cell_90536,1,
79230,cell_90537,5,
79231,cell_90538,1,
79232,cell_90539,1,
79233,cell_90540,0,
79234,cell_90541,2,
79235,cell_90544,1,
79236,cell_90545,0,
79237,cell_90546,4,
79238,cell_90547,4,
79239,cell_90548,1,
79240,cell_90549,1,
79241,cell_90550,2,
79242,cell_90551,3,
79243,cell_90552,6,
79244,cell_90553,3,
79245,cell_90554,3,
79246,cell_90555,2,
79247,cell_90556,1,
79248,cell_90557,1,
79249,cell_90558,0,
79250,cell_90559,3,
79251,cell_90560,4,
79252,cell_90561,0,
79253,cell_90562,2,
79254,cell_90563,0,
79255,cell_90565,5,
79256,cell_90566,1,
79257,cell_90567,2,
79258,cell_90568,0,
79259,cell_90569,1,
79260,cell_90570,4,
79261,cell_90571,1,
79262,cell_90572,0,
79263,cell_90573,1,
79264,cell_90574,7,
79265,cell_90575,2,
79266,cell_90576,0,
79267,cell_90577,2,
79268,cell_90578,6,
79269,cell_90579,4,
79270,cell_90580,1,
79271,cell_90581,0,
79272,cell_90582,2,
79273,cell_90584,1,
79274,cell_90586,4,
79275,cell_90587,1,
79276,cell_90588,2,
79277,cell_90589,5,
79278,cell_90590,6,
79279,cell_90591,4,
79280,cell_90592,0,
79281,cell_90593,0,
79282,cell_90594,6,
79283,cell_90596,1,
79284,cell_90597,0,
79285,cell_90598,0,
79286,cell_90599,3,
79287,cell_90600,6,
79288,cell_90601,1,
79289,cell_90603,0,
79290,cell_90604,2,
79291,cell_90605,5,
79292,cell_90606,0,
79293,cell_90607,1,
79294,cell_90608,0,
79295,cell_90609,2,
79296,cell_90610,1,
79297,cell_90612,1,
79298,cell_90613,6,
79299,cell_90614,6,
79300,cell_90615,0,
79301,cell_90616,4,
79302,cell_90617,2,
79303,cell_90618,2,
79304,cell_90619,5,
79305,cell_90620,2,
79306,cell_90621,0,
79307,cell_90622,1,
79308,cell_90623,3,
79309,cell_90624,3,
79310,cell_90625,2,
79311,cell_90626,0,
79312,cell_90627,4,
79313,cell_90628,6,
